UniqueID	CloneID	Symbol	Name	EntrezID
HV26F11	146577	KLF10	Kruppel-like factor 10	7071
HV26F12	235155	FCER1G	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	2207
HV26G1	83120	RBM10	RNA binding motif protein 10	8241
HV26G2	740914	CTBP1	C-terminal binding protein 1	1487
HV26G3	632137	SIVA1	SIVA1, apoptosis-inducing factor	10572
HV26G4	789049			
HV26G6	207358	SLC2A1	Solute carrier family 2 (facilitated glucose transporter), member 1	6513
HV26G8	62277			
HV26G10	294487			
HV26G11	841282	SFRP4	Secreted frizzled-related protein 4	6424
HV26H1	788185	TNFRSF10B	Tumor necrosis factor receptor superfamily, member 10b	8795
HV26H2	502369	PDCD5	Programmed cell death 5	9141
HV26H3	745347	LITAF	Lipopolysaccharide-induced TNF factor	9516
HV26H4	859359	TP53I3	Tumor protein p53 inducible protein 3	9540
HV26H5	48285	TP53I11	Tumor protein p53 inducible protein 11	9537
HV26H6	275180	NPIPL2	Nuclear pore complex interacting protein-like 2	440348
HV26H7	589751	HTATIP2	HIV-1 Tat interactive protein 2, 30kDa	10553
HV26H8	236305			
HV26H9	840158		Transcribed locus	
HV26H11	814526	RBM38	RNA binding motif protein 38	55544
HV26H12	785293	PLA2G16	Phospholipase A2, group XVI	11145
HV27A1	214162	MT1H	Metallothionein 1H	4496
HV27A5	42076	TFG	TRK-fused gene	10342
HV27A6	127925	DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	8886
HV27A8	38763	RAB4A	RAB4A, member RAS oncogene family	5867
HV27B5	129392	ANKRD13D	Ankyrin repeat domain 13 family, member D	338692
HV27B7	66953	C17orf81	Chromosome 17 open reading frame 81	23587
HV27B8	123614	FAM110A	Family with sequence similarity 110, member A	83541
HV27B10	137236	FNDC3A	Fibronectin type III domain containing 3A	22862
HV27B11	246749	DOCK7	Dedicator of cytokinesis 7	85440
HV27C3	135608	OSBPL10	Oxysterol binding protein-like 10	114884
HV27C4	140100			
HV27C5	382773	MALAT1	Metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	378938
HV27C6	246035			
HV27C9	366341			
HV27C10	140354	SCAMP4	Secretory carrier membrane protein 4	113178
HV27C11	26566	POMT1	Protein-O-mannosyltransferase 1	10585
HV27D2	194006		Transcribed locus	
HV27D9	246543			
HV27D10	471196	ITM2C	Integral membrane protein 2C	81618
HV27D11	565493			
HV27E3	66535	OAZ2	Ornithine decarboxylase antizyme 2	4947
HV27E10	137638	ZNF22	Zinc finger protein 22 (KOX 15)	7570
HV27E12	165921	CEP250	Centrosomal protein 250kDa	11190
HV27F7	684940	TMF1	TATA element modulatory factor 1	7110
HV27F8	251875		Transcribed locus, strongly similar to NP_001012786.1 myelin expression factor 2 [Gallus gallus]	
HV27F9	161950	KDM3B	Lysine (K)-specific demethylase 3B	51780
HV27F10	110503			
HV27G1	66774			
HV27G2	344672	ZCCHC9	Zinc finger, CCHC domain containing 9	84240
HV27G3	233365	HP1BP3	Heterochromatin protein 1, binding protein 3	50809
HV27G4	230562	ACIN1	Apoptotic chromatin condensation inducer 1	22985
HV27G5	201986	UBR3	Ubiquitin protein ligase E3 component n-recognin 3 (putative)	130507
HV27G7	141627	FAM46A	Family with sequence similarity 46, member A	55603
HV27G8	202213	DHRS1	Dehydrogenase/reductase (SDR family) member 1	115817
HV27G9	292719	C14orf133	Chromosome 14 open reading frame 133	63894
HV27G10	248649	RMND5A	Required for meiotic nuclear division 5 homolog A (S. cerevisiae)	64795
HV27G11	137581	SLC44A2	Solute carrier family 44, member 2	57153
HV27H1	310356	ANGPTL4	Angiopoietin-like 4	51129
HV27H8	136449	ARHGEF40	Rho guanine nucleotide exchange factor (GEF) 40	55701
HV27H10	843426	SAV1	Salvador homolog 1 (Drosophila)	60485
HV28A1	199158	MED20	Mediator complex subunit 20	9477
HV28A6	66336	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	8495
HV28A9	292512	MLL3	Myeloid/lymphoid or mixed-lineage leukemia 3	58508
HV28A10	321605			
HV28A12	243155	NUP85	Nucleoporin 85kDa	79902
HV28B1	144977	ARL6IP5	ADP-ribosylation-like factor 6 interacting protein 5	10550
HV28B3	346134	CARHSP1	Calcium regulated heat stable protein 1, 24kDa	23589
HV28B6	214731	KDM1A	Lysine (K)-specific demethylase 1A	23028
HV28B7	208531	SLC25A38	Solute carrier family 25, member 38	54977
HV28B8	141845			
HV28B9	812266	MAN1A2	Mannosidase, alpha, class 1A, member 2	10905
HV28B10	202919	RCC2	Regulator of chromosome condensation 2	55920
HV28C2	204211	RIOK3	RIO kinase 3 (yeast)	8780
HV28C6	377191	ZNF706	Zinc finger protein 706	51123
HV28C8	197791	SH3GLB1	SH3-domain GRB2-like endophilin B1	51100
HV28C10	322794	PANK2	Pantothenate kinase 2	80025
HV28C11	66354	ZC3H14	Zinc finger CCCH-type containing 14	79882
HV28C12	196866	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	80155
HV28D2	198312	TOMM70A	Translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	9868
HV28D3	230235	GTPBP4	GTP binding protein 4	23560
HV28D4	310493	ACSL3	Acyl-CoA synthetase long-chain family member 3	2181
HV28D7	361485	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	116988
HV28D8	108658	MED13L	Mediator complex subunit 13-like	23389
HV28D9	128351	WDR26	WD repeat domain 26	80232
HV28D11	134523	EML2	Echinoderm microtubule associated protein like 2	24139
HV28E3	292731	RSF1	Remodeling and spacing factor 1	51773
HV28E5	198509	NDEL1	NudE nuclear distribution E homolog (A. nidulans)-like 1	81565
HV28E6	66894	PARL	Presenilin associated, rhomboid-like	55486
HV28E8	140289			
HV28E10	205049	HSPB8	Heat shock 22kDa protein 8	26353
HV28E11	201274	TRAK2	Trafficking protein, kinesin binding 2	66008
HV28E12	137353	PEF1	Penta-EF-hand domain containing 1	553115
HV28F1	132142	ZNRF2	Zinc and ring finger 2	223082
HV28F4	124629	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3 (2H9)	3189
HV28F5	161992	MYOF	Myoferlin	26509
HV28F6	191882	PID1	Phosphotyrosine interaction domain containing 1	55022
HV28F7	129355	IFT46	Intraflagellar transport 46 homolog (Chlamydomonas)	56912
HV28F9	549016			
HV28F10	145132	MPDU1	Mannose-P-dolichol utilization defect 1	9526
HV28F11	199610	ADAMTSL4	ADAMTS-like 4	54507
HV28F12	290422	ZFAND5	Zinc finger, AN1-type domain 5	7763
HV28G1	122077	TMCO1	Transmembrane and coiled-coil domains 1	54499
HV28G8	202034	RBM17	RNA binding motif protein 17	84991
HV28G9	121533			
HV28G10	299085	YTHDF2	YTH domain family, member 2	51441
HV28H4	120362	CCNL2	Cyclin L2	81669
HV28H5	124405	AIG1	Androgen-induced 1	51390
HV28H6	144915	SELT	Selenoprotein T	51714
HV28H11	246541	GLOD4	Glyoxalase domain containing 4	51031
HV29A3	232908	PRELID1	PRELI domain containing 1	27166
HV29A6	126412	RNF14	Ring finger protein 14	9604
HV29A7	359713	CBR4	Carbonyl reductase 4	84869
HV29B2	244205	DHFR	Dihydrofolate reductase	1719
HV29B3	121625			
HV29B5	66694	TTL	Tubulin tyrosine ligase	150465
HV29B9	110519			
HV29C1	197474			
HV29C2	241824		Transcribed locus	
HV29C3	247233		Transcribed locus	
HV29C6	213527			
HV29C7	247925	UTP20	UTP20, small subunit (SSU) processome component, homolog (yeast)	27340
HV29C8	292207		Transcribed locus	
HV29C9	113488			
HV29C10	195947			
HV29C12	344757	MIS18A	MIS18 kinetochore protein homolog A (S. pombe)	54069
HV29D1	295939	SLC22A23	Solute carrier family 22, member 23	63027
HV29D2	141854		Transcribed locus	
HV29D3	208161		Transcribed locus, strongly similar to NP_062250.1 14-3-3 protein beta/alpha [Rattus norvegicus]	
HV29D5	211878		Transcribed locus	
HV29D7	243260		Transcribed locus	
HV29D10	137417	LOC100128338	Uncharacterized LOC100128338	100128338
HV29D11	128738	TCEA3	Transcription elongation factor A (SII), 3	6920
HV29D12	245585			
HV29E3	356707			
HV29E6	786048	E2F4	E2F transcription factor 4, p107/p130-binding	1874
HV29E7	340722	MLF1	Myeloid leukemia factor 1	4291
HV29E8	35191	SDF2	Stromal cell-derived factor 2	6388
HV29E10	208993	UXS1	UDP-glucuronate decarboxylase 1	80146
HV29E11	345128	RTKN	Rhotekin	6242
HV29E12	197933		Transcribed locus	
HV29F1	194986	RBBP6	Retinoblastoma binding protein 6	5930
HV29F2	141677	PSG5	Pregnancy specific beta-1-glycoprotein 5	5673
HV29F3	247901	HSD17B7	Hydroxysteroid (17-beta) dehydrogenase 7	51478
HV29F4	240702	STRN4	Striatin, calmodulin binding protein 4	29888
HV29F6	129502	NIN	Ninein (GSK3B interacting protein)	51199
HV29F7	192481	NRXN2	Neurexin 2	9379
HV29F8	364840	XRN2	5@#$%&-3@#$%& exoribonuclease 2	22803
HV29F9	137063	IL1RAP	Interleukin 1 receptor accessory protein	3556
HV29F11	739625	MAST1	Microtubule associated serine/threonine kinase 1	22983
HV29F12	366580			
HV29G1	156211	ATP6V1B1	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1	525
HV29G2	47043			
HV29G3	297148	EIF2B1	Eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa	1967
HV29G5	123087	PAPPA	Pregnancy-associated plasma protein A, pappalysin 1	5069
HV29G6	240589	MAP3K7	Mitogen-activated protein kinase kinase kinase 7	6885
HV29G7	306484	MED17	Mediator complex subunit 17	9440
HV29G9	122063	KIAA1737	KIAA1737	85457
HV29G10	194468	AGXT2	Alanine--glyoxylate aminotransferase 2	64902
HV29G12	361656	RAB3IP	RAB3A interacting protein (rabin3)	117177
HV29H3	235056	ACD	Adrenocortical dysplasia homolog (mouse)	65057
HV29H4	199995		Transcribed locus, strongly similar to XP_003308084.1 PREDICTED: hypothetical protein LOC100608528 [Pan troglodytes]	
HV29H5	897901		Transcribed locus	
HV29H7	245426			
HV29H8	321354			
HV29H10	292519	PRDX5	Peroxiredoxin 5	25824
HV29H11	246620	STRBP	Spermatid perinuclear RNA binding protein	55342
HV30A3	300474	AP1G1	Adaptor-related protein complex 1, gamma 1 subunit	164
HV30A4	309894	SH2B1	SH2B adaptor protein 1	25970
HV30A5	344282	FAF1	Fas (TNFRSF6) associated factor 1	11124
HV30A6	153743	UBE2Q1	Ubiquitin-conjugating enzyme E2Q family member 1	55585
HV30A7	123425	DDX26B	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B	203522
HV30A10	246869	ZNF207	Zinc finger protein 207	7756
HV30B1	297086			
HV30B3	142259	OPTN	Optineurin	10133
HV30B5	242823	ATXN1L	Ataxin 1-like	342371
HV30B6	196148	C17orf103	Chromosome 17 open reading frame 103	256302
HV30B11	127243		Transcribed locus	
HV30B12	66792	ARL2BP	ADP-ribosylation factor-like 2 binding protein	23568
HV30C2	124719			
HV30C9	124090	DCAF5	DDB1 and CUL4 associated factor 5	8816
HV30C11	130781	ZNF500	Zinc finger protein 500	26048
HV30D5	45525	TRIM27	Tripartite motif containing 27	5987
HV30D9	246661			
HV30D12	362742	NBPF15	Neuroblastoma breakpoint family, member 15	284565
HV30E2	344251	EDEM2	ER degradation enhancer, mannosidase alpha-like 2	55741
HV30E7	358162	SAC3D1	SAC3 domain containing 1	29901
HV30E9	236055	SERBP1	SERPINE1 mRNA binding protein 1	26135
HV30E10	239958	POM121	POM121 transmembrane nucleoporin	9883
HV30E12	469704	SCFD1	Sec1 family domain containing 1	23256
HV30F3	235164	YIF1A	Yip1 interacting factor homolog A (S. cerevisiae)	10897
HV30F4	43878	SMNDC1	Survival motor neuron domain containing 1	10285
HV30F5	347687	SGCB	Sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	6443
HV30F8	204111	GRPEL1	GrpE-like 1, mitochondrial (E. coli)	80273
HV30F9	282051			
HV30F10	207107	CALD1	Caldesmon 1	800
HV30G4	321247	AKTIP	AKT interacting protein	64400
HV30G5	263040	ATP6V1A	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	523
HV30G8	50765	ATF2	Activating transcription factor 2	1386
HV30G11	248256	TTYH3	Tweety homolog 3 (Drosophila)	80727
HV30G12	303035	PLXNA2	Plexin A2	5362
HV30H1	137535	TRIM24	Tripartite motif containing 24	8805
HV30H3	324745	SEC22A	SEC22 vesicle trafficking protein homolog A (S. cerevisiae)	26984
HV30H5	108422			
HV30H7	250519	DDX46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	9879
HV30H8	22711	RPS6KA2	Ribosomal protein S6 kinase, 90kDa, polypeptide 2	6196
HV30H9	79520	RAB2A	RAB2A, member RAS oncogene family	5862
HV30H12	345055	PTGR1	Prostaglandin reductase 1	22949
HV31A4	785816			
HV31A7	143039		Transcribed locus	
HV31A8	112906	PPP1R10	Protein phosphatase 1, regulatory subunit 10	5514
HV31A9	243151	OIT3	Oncoprotein induced transcript 3	170392
HV31A10	325102			
HV31A11	109153	COPA	Coatomer protein complex, subunit alpha	1314
HV31B1	244147			
HV31B3	292515	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1	6675
HV31B5	66952	ZNF205	Zinc finger protein 205	7755
HV31B6	144951	ZNF468	Zinc finger protein 468	90333
HV31B9	112158			
HV31B11	144926	SF3B5	Splicing factor 3b, subunit 5, 10kDa	83443
HV31B12	245099	CSDE1	Cold shock domain containing E1, RNA-binding	7812
HV31C1	124116	UBE2J1	Ubiquitin-conjugating enzyme E2, J1, U	51465
HV31C2	134172	UBE2Z	Ubiquitin-conjugating enzyme E2Z	65264
HV31C4	129610	TM4SF18	Transmembrane 4 L six family member 18	116441
HV31C8	137387	TFAP2A	Transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	7020
HV31C9	153779	THNSL1	Threonine synthase-like 1 (S. cerevisiae)	79896
HV31C10	298833	CRTAP	Cartilage associated protein	10491
HV31C11	141314	LMCD1	LIM and cysteine-rich domains 1	29995
HV31C12	307882	TBCA	Tubulin folding cofactor A	6902
HV31D1	122194	CCT4	Chaperonin containing TCP1, subunit 4 (delta)	10575
HV31D2	248856	SNAP23	Synaptosomal-associated protein, 23kDa	8773
HV31D4	179336	SDHAP1	Succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 1	255812
HV31D5	308478			
HV31D6	204737	SNAI2	Snail homolog 2 (Drosophila)	6591
HV31D7	346299	VPS4A	Vacuolar protein sorting 4 homolog A (S. cerevisiae)	27183
HV31D8	198904			
HV31D9	232946	SGK1	Serum/glucocorticoid regulated kinase 1	6446
HV31D10	141959	WWP1	WW domain containing E3 ubiquitin protein ligase 1	11059
HV31E5	144881		Transcribed locus	
HV31E6	145513	CSNK1A1	Casein kinase 1, alpha 1	1452
HV31E7	321189	RAP1B	RAP1B, member of RAS oncogene family	5908
HV31E8	115111	RAB24	RAB24, member RAS oncogene family	53917
HV31E9	308989	RAB25	RAB25, member RAS oncogene family	57111
HV31E10	130100	RRAS2	Related RAS viral (r-ras) oncogene homolog 2	22800
HV31E11	341269	TSC22D4	TSC22 domain family, member 4	81628
HV31E12	825470	TOP2A	Topoisomerase (DNA) II alpha 170kDa	7153
HV31F3	210698	EPB41L4B	Erythrocyte membrane protein band 4.1 like 4B	54566
HV31F4	358456	SEC61G	Sec61 gamma subunit	23480
HV31F7	363569	PTGER4	Prostaglandin E receptor 4 (subtype EP4)	5734
HV31F8	34689	TXNRD2	Thioredoxin reductase 2	10587
HV31F9	308682	ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2	10061
HV31F12	112576	BCCIP	BRCA2 and CDKN1A interacting protein	56647
HV31G1	67074	DHX16	DEAH (Asp-Glu-Ala-His) box polypeptide 16	8449
HV31G6	241900	RNF149	Ring finger protein 149	284996
HV31G9	138775	NGFRAP1	Nerve growth factor receptor (TNFRSF16) associated protein 1	27018
HV31G12	130371	NUP155	Nucleoporin 155kDa	9631
HV31H7	364469	NDUFA7	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa	4701
HV31H8	470861	NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa	4712
HV31H10	358333	MYO1B	Myosin IB	4430
HV32A2	143306			
HV32A3	356992	C19orf53	Chromosome 19 open reading frame 53	28974
HV32A4	154482	SERPINB1	Serpin peptidase inhibitor, clade B (ovalbumin), member 1	1992
HV32A5	108395	DLG5	Discs, large homolog 5 (Drosophila)	9231
HV32A8	32996		Transcribed locus, moderately similar to NP_976028.1 recombining binding protein suppressor of hairless isoform 3 [Homo sapiens]	
HV32A9	129725	RBPJ	Recombination signal binding protein for immunoglobulin kappa J region	3516
HV32A10	144916	GBP3	Guanylate binding protein 3	2635
HV32A11	290124			
HV32A12	244764	CD276	CD276 molecule	80381
HV32B1	179232	PPA1	Pyrophosphatase (inorganic) 1	5464
HV32B3	125788	ELP2	Elongation protein 2 homolog (S. cerevisiae)	55250
HV32B5	295923	UFM1	Ubiquitin-fold modifier 1	51569
HV32B7	198960	PIGT	Phosphatidylinositol glycan anchor biosynthesis, class T	51604
HV32B8	346545	SNHG7	Small nucleolar RNA host gene 7 (non-protein coding)	84973
HV32B9	293977	CCNY	Cyclin Y	219771
HV32B11	293921	AGXT2L2	Alanine-glyoxylate aminotransferase 2-like 2	85007
HV32B12	342994	USP31	Ubiquitin specific peptidase 31	57478
HV32C1	205993	RBM22	RNA binding motif protein 22	55696
HV32C2	125148	RCL1	RNA terminal phosphate cyclase-like 1	10171
HV32C3	201819			
HV32C5	345423	MOB4	MOB family member 4, phocein	25843
HV32C6	244974	FAM96A	Family with sequence similarity 96, member A	84191
HV32C7	307843			
HV32C9	308633	HELLS	Helicase, lymphoid-specific	3070
HV32C10	121275	HLA-DQB2	Major histocompatibility complex, class II, DQ beta 2	3120
HV32C11	365098	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like	665
HV32D3	283398	TMEM47	Transmembrane protein 47	83604
HV32D8	191978	ATP5J2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2	9551
HV32D9	251250	TMED4	Transmembrane emp24 protein transport domain containing 4	222068
HV32D10	628418	GPD1	Glycerol-3-phosphate dehydrogenase 1 (soluble)	2819
HV32D11	246722	SERPINE2	Serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	5270
HV32D12	207255	ABCF3	ATP-binding cassette, sub-family F (GCN20), member 3	55324
HV32E3	358736	GSPT2	G1 to S phase transition 2	23708
HV32E4	366570	GSPT2	G1 to S phase transition 2	23708
HV32E8	307532	EIF4A2	Eukaryotic translation initiation factor 4A2	1974
HV32E11	842980	DRG1	Developmentally regulated GTP binding protein 1	4733
HV32E12	470061	SIAH2	Siah E3 ubiquitin protein ligase 2	6478
HV32F1	295831	DERA	Deoxyribose-phosphate aldolase (putative)	51071
HV32F2	141623	LAP3	Leucine aminopeptidase 3	51056
HV32F3	129446	CYP4F12	Cytochrome P450, family 4, subfamily F, polypeptide 12	66002
HV32F4	376515	RFWD2	Ring finger and WD repeat domain 2, E3 ubiquitin protein ligase	64326
HV32F5	66327	CR1L	Complement component (3b/4b) receptor 1-like	1379
HV32F6	292833	C1QC	Complement component 1, q subcomponent, C chain	714
HV32F8	741841	DDX12P	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 12, pseudogene	440081
HV32F11	327094	CAMK2D	Calcium/calmodulin-dependent protein kinase II delta	817
HV32F12	289288		Transcribed locus	
HV32G1	66714	SEPT4	Septin 4	5414
HV32G3	196005	AQP3	Aquaporin 3 (Gill blood group)	360
HV32G4	134948	SHROOM3	Shroom family member 3	57619
HV32G5	293579	CD163L1	CD163 molecule-like 1	283316
HV32G6	295710	ASF1B	ASF1 anti-silencing function 1 homolog B (S. cerevisiae)	55723
HV32G7	194161	CAPN12	Calpain 12	147968
HV32G8	109316			
HV32G9	201757	PAPSS2	3@#$%&-phosphoadenosine 5@#$%&-phosphosulfate synthase 2	9060
HV32G10	244911	ZNF525	Zinc finger protein 525	170958
HV32G12	366389	WSB1	WD repeat and SOCS box containing 1	26118
HV32H1	110772	C14orf2	Chromosome 14 open reading frame 2	9556
HV32H3	210646	PRKAG2	Protein kinase, AMP-activated, gamma 2 non-catalytic subunit	51422
HV32H4	214565			
HV32H5	245531	HIBADH	3-hydroxyisobutyrate dehydrogenase	11112
HV32H6	128208	DKFZP586I1420	Uncharacterized protein DKFZp586I1420	222161
HV32H9	66815	PARP14	Poly (ADP-ribose) polymerase family, member 14	54625
HV32H10	42258			
HV32H11	66697	UBAP1	Ubiquitin associated protein 1	51271
HV32H12	66316			
HV33A8	66555	GTPBP2	GTP binding protein 2	54676
HV33B1	66582			
HV33B2	66584	PARS2	Prolyl-tRNA synthetase 2, mitochondrial (putative)	25973
HV33B5	66608		Transcribed locus	
HV33C4	66975	DGCR8	DiGeorge syndrome critical region gene 8	54487
HV33C8	67070		Transcribed locus	
HV33D4	40721	ARID4A	AT rich interactive domain 4A (RBP1-like)	5926
HV33D5	154654	IRX3	Iroquois homeobox 3	79191
HV33D7	173878	TMEM203	Transmembrane protein 203	94107
HV33D8	293901	UBFD1	Ubiquitin family domain containing 1	56061
HV33D9	196038	PPP1R21	Protein phosphatase 1, regulatory subunit 21	129285
HV33D10	111981	ARGLU1	Arginine and glutamate rich 1	55082
HV33D11	242706	TMEM230	Transmembrane protein 230	29058
HV33D12	340840	GNS	Glucosamine (N-acetyl)-6-sulfatase	2799
HV33E2	290308	PPP4R2	Protein phosphatase 4, regulatory subunit 2	151987
HV33E3	202901	VAV2	Vav 2 guanine nucleotide exchange factor	7410
HV33E6	122150	UBAC2	UBA domain containing 2	337867
HV33E7	123255	SCCPDH	Saccharopine dehydrogenase (putative)	51097
HV33E8	261587	THAP6	THAP domain containing 6	152815
HV33E9	159166	EXOC7	Exocyst complex component 7	23265
HV33E10	740554			
HV33E11	151261	DCTPP1	DCTP pyrophosphatase 1	79077
HV33E12	67037	XIST	X (inactive)-specific transcript (non-protein coding)	7503
HV33F2	66919	ANAPC7	Anaphase promoting complex subunit 7	51434
HV33F3	280837	C16orf62	Chromosome 16 open reading frame 62	57020
HV33F4	144894	MMS19	MMS19 nucleotide excision repair homolog (S. cerevisiae)	64210
HV33F5	292232	MRPL55	Mitochondrial ribosomal protein L55	128308
HV33F6	363146	PPP3R1	Protein phosphatase 3, regulatory subunit B, alpha	5534
HV33F7	211813		Transcribed locus, weakly similar to XP_001380845.2 PREDICTED: serine protease inhibitor Kazal-type 5 [Monodelphis domestica]	
HV33F8	123262	NF2	Neurofibromin 2 (merlin)	4771
HV33F9	234036		CDNA FLJ41307 fis, clone BRAMY2042596	
HV33F10	240033		MRNA; cDNA DKFZp434L162 (from clone DKFZp434L162)	
HV33F11	66977	AIG1	Androgen-induced 1	51390
HV33F12	245485	SLX1B	SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)	79008
HV33G4	200599	CDC42SE2	CDC42 small effector 2	56990
HV33G7	132527	SPIN1	Spindlin 1	10927
HV33G9	203350	MAST3	Microtubule associated serine/threonine kinase 3	23031
HV33G10	357091	HS6ST1	Heparan sulfate 6-O-sulfotransferase 1	9394
HV33G12	282378	KCNQ3	Potassium voltage-gated channel, KQT-like subfamily, member 3	3786
HV33H1	246703	OFD1	Oral-facial-digital syndrome 1	8481
HV33H3	203544		Transcribed locus	
HV33H7	324255		Transcribed locus	
HV33H8	136073		Transcribed locus	
HV33H9	201483			
HV33H10	345090	MFF	Mitochondrial fission factor	56947
HV33H11	111721	INSIG2	Insulin induced gene 2	51141
HV34A1	293191	SETD5	SET domain containing 5	55209
HV34A3	111492			
HV34A4	195051		Transcribed locus	
HV34A5	277274	ZXDC	ZXD family zinc finger C	79364
HV34A6	108801	C14orf101	Chromosome 14 open reading frame 101	54916
HV34A7	144924	TRAF3IP2	TRAF3 interacting protein 2	10758
HV34A9	121252	MFSD1	Major facilitator superfamily domain containing 1	64747
HV34A11	416833	FKBP5	FK506 binding protein 5	2289
HV34B3	209624	C12orf52	Chromosome 12 open reading frame 52	84934
HV34B4	247655	OSBP2	Oxysterol binding protein 2	23762
HV34B7	34302			
HV34B8	142139	SNX9	Sorting nexin 9	51429
HV34B9	233308	TIMM21	Translocase of inner mitochondrial membrane 21 homolog (yeast)	29090
HV34B11	197676	RUFY3	RUN and FYVE domain containing 3	22902
HV34B12	306806	MANEAL	Mannosidase, endo-alpha-like	149175
HV34C2	144797	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif, 1	9510
HV34C3	121577	SPSB1	SplA/ryanodine receptor domain and SOCS box containing 1	80176
HV34C4	206816	CECR1	Cat eye syndrome chromosome region, candidate 1	51816
HV34C6	241988	WDR6	WD repeat domain 6	11180
HV34C7	295410	PVT1	Pvt1 oncogene (non-protein coding)	5820
HV34C10	113048	PTGFRN	Prostaglandin F2 receptor negative regulator	5738
HV34C11	236129			
HV34C12	196650	C19orf79	Chromosome 19 open reading frame 79	100131801
HV34D1	29063			
HV34D5	138929	RBMS1	RNA binding motif, single stranded interacting protein 1	5937
HV34D6	366156			
HV34D7	143227	TNKS1BP1	Tankyrase 1 binding protein 1, 182kDa	85456
HV34D8	281114		Transcribed locus	
HV34D9	120561	KIDINS220	Kinase D-interacting substrate, 220kDa	57498
HV34D10	244955	TUBGCP3	Tubulin, gamma complex associated protein 3	10426
HV34D11	139138			
HV34E4	66406	HJURP	Holliday junction recognition protein	55355
HV34E5	142076			
HV34E9	36607	UQCR11	Ubiquinol-cytochrome c reductase, complex III subunit XI	10975
HV34E10	142944	FAM46A	Family with sequence similarity 46, member A	55603
HV34F1	274529	AK4	Adenylate kinase 4	205
HV34F5	309092	ATG5	ATG5 autophagy related 5 homolog (S. cerevisiae)	9474
HV34F6	201301	ZNF562	Zinc finger protein 562	54811
HV34F9	293177	ABHD10	Abhydrolase domain containing 10	55347
HV34F10	83210			
HV34F11	232658	ZC3H7A	Zinc finger CCCH-type containing 7A	29066
HV34G2	345047	KDM5A	Lysine (K)-specific demethylase 5A	5927
HV34G4	144042	CNOT2	CCR4-NOT transcription complex, subunit 2	4848
HV34G6	47853			
HV34G9	66552	C20orf194	Chromosome 20 open reading frame 194	25943
HV34G10	42313	PHB	Prohibitin	5245
HV34G11	38465	PDHA1	Pyruvate dehydrogenase (lipoamide) alpha 1	5160
HV34H1	297102	ZC3HAV1	Zinc finger CCCH-type, antiviral 1	56829
HV34H2	234331	USP3	Ubiquitin specific peptidase 3	9960
HV34H4	133820	HIPK1	Homeodomain interacting protein kinase 1	204851
HV34H5	135561	FBXL12	F-box and leucine-rich repeat protein 12	54850
HV34H7	247818	C1GALT1	Core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	56913
HV34H8	243817		Transcribed locus, moderately similar to XP_003118613.1 PREDICTED: putative uncharacterized protein NCRNA00269-like [Homo sapiens]	
HV34H11	283897	PPP1R2	Protein phosphatase 1, regulatory (inhibitor) subunit 2	5504
HV34H12	245195	CDC42BPB	CDC42 binding protein kinase beta (DMPK-like)	9578
HV35A5	230196	FAM118A	Family with sequence similarity 118, member A	55007
HV35B1	244847	LOC285812	Uncharacterized LOC285812	285812
HV35B2	108265	TMEM99	Transmembrane protein 99	147184
HV35B6	108351	KLHDC8B	Kelch domain containing 8B	200942
HV35B7	110094		Transcribed locus	
HV35C1	247803	TMEM185B	Transmembrane protein 185B	79134
HV35C9	294973	LRP6	Low density lipoprotein receptor-related protein 6	4040
HV35D1	123408	PRRC2C	Proline-rich coiled-coil 2C	23215
HV35D9	275802	RAD50	RAD50 homolog (S. cerevisiae)	10111
HV35E9	297439	LCLAT1	Lysocardiolipin acyltransferase 1	253558
